name,sex,race,outfit_id,outfit_colors,outfit_object_type,home_x,home_y,home_z,region,priority,priority_evidence,category,subcategory,confidence,source,sprite_geometry
James,male,1,128,115-41-45-118,,33280,31771,7,Stonehome,P2,home nearest mark Stonehome,creature,npc,DEMONSTRATED,./npc/james.npc,UNRESOLVED
Jean Claude,male,1,131,113-113-113-115,,33006,32053,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/jeanclaude.npc,UNRESOLVED
Jezzara,female,1,138,3-43-91-97,,33126,32821,6,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/jezzara.npc,UNRESOLVED
Jimbin,male,69,160,97-69-58-76,,32636,31886,9,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/jimbin.npc,UNRESOLVED
Julian,male,1,128,55-30-23-115,,32883,32076,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/julian.npc,UNRESOLVED
Karl,male,1,128,58-68-109-131,,32318,31797,8,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/karl.npc,UNRESOLVED
Kasmir,male,1,130,76-0-38-95,,33212,32452,1,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/kasmir.npc,UNRESOLVED
Kawill,male,69,66,0-0-0-0,,32644,31969,12,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/kawill.npc,UNRESOLVED
Kazzan,male,1,130,95-13-15-76,,33231,32389,6,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/kazzan.npc,UNRESOLVED
Kevin,male,1,128,76-43-38-76,,32569,32018,6,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/kevin.npc,UNRESOLVED
King Tibianus,male,1,130,21-87-107-95,,32311,32171,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/king.npc,UNRESOLVED
Kroox,male,69,160,0-100-105-76,,32650,31887,9,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/kroox.npc,UNRESOLVED
"Kulag, the guard",male,1,131,19-19-19-19,,32287,32264,07,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/kulag.npc,UNRESOLVED
Lea,female,1,138,59-95-94-113,,32348,31828,6,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/lea.npc,UNRESOLVED
Lector,male,1,128,79-38-0-124,,32351,31795,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/lector.npc,UNRESOLVED
Lee'Delle,female,1,136,78-76-72-96,,32024,32196,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/leedelle.npc,UNRESOLVED
Leeland,male,1,130,19-36-96-76,,32883,32082,5,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/leeland.npc,UNRESOLVED
Legola,female,1,137,72-105-105-95,,32298,31784,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/legola.npc,UNRESOLVED
Liane,female,1,136,77-60-79-114,,32332,31784,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/liane.npc,UNRESOLVED
Lightfoot,male,1,32,0-0-0-0,,32914,32080,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/lightfoot.npc,UNRESOLVED
Lily,female,1,138,78-101-86-115,,32068,32225,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/lily.npc,UNRESOLVED
Livielle,female,1,138,114-94-132-132,,32982,32036,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/livielle.npc,UNRESOLVED
Lokur,male,69,160,57-79-98-95,,32647,31904,8,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/lokur.npc,UNRESOLVED
Lorbas,male,1,57,0-0-0-0,,32695,32310,7,Camp,P2,home nearest mark Camp,creature,npc,DEMONSTRATED,./npc/lorbas.npc,UNRESOLVED
Lorek,male,1,132,19-10-38-95,,32679,32775,7,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/lorek.npc,UNRESOLVED
Loria,female,1,138,96-118-82-95,,32385,32131,7,Minocity,P2,home nearest mark Minocity,creature,npc,DEMONSTRATED,./npc/loria.npc,UNRESOLVED
Loui,male,1,57,0-0-0-0,,32014,32190,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/loui.npc,UNRESOLVED
Lubo,male,1,129,38-39-96-114,,32488,32119,7,Sternum,P2,home nearest mark Sternum,creature,npc,DEMONSTRATED,./npc/lubo.npc,UNRESOLVED
Lugri,male,1,9,0-0-0-0,,32389,32118,8,Minocity,P2,home nearest mark Minocity,creature,npc,DEMONSTRATED,./npc/lugri.npc,UNRESOLVED
Luna,female,1,137,0-118-100-115,,33254,31840,5,Edron,P2,home nearest mark Edron,creature,npc,DEMONSTRATED,./npc/luna.npc,UNRESOLVED
Lungelen,female,1,138,77-19-95-115,,32303,32267,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/lungelen.npc,UNRESOLVED
Lynda,female,1,138,79-83-86-114,,32333,32200,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/lynda.npc,UNRESOLVED
Maealil,female,62,63,0-0-0-0,,32732,31631,7,DragonIsle,P2,home nearest mark DragonIsle,creature,npc,DEMONSTRATED,./npc/maealil.npc,UNRESOLVED
Malor,male,51,51,0-0-0-0,,33044,32621,1,Efreet,P2,home nearest mark Efreet,creature,npc,DEMONSTRATED,./npc/malor.npc,UNRESOLVED
Maria,female,1,136,77-79-61-131,,32912,32082,9,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/maria.npc,UNRESOLVED
Markwin,male,23,23,0-0-0-0,,32418,32147,15,Minocity,P2,home nearest mark Minocity,creature,npc,DEMONSTRATED,./npc/markwin.npc,UNRESOLVED
Marlene,female,1,136,96-111-16-96,,32483,31624,7,Northport,P2,home nearest mark Northport,creature,npc,DEMONSTRATED,./npc/marlene.npc,UNRESOLVED
Marvik,male,1,130,0-101-121-95,,32444,32213,8,Trollcaves,P2,home nearest mark Trollcaves,creature,npc,DEMONSTRATED,./npc/marvik.npc,UNRESOLVED
Maryza,female,69,160,60-110-58-76,,32634,31889,9,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/maryza.npc,UNRESOLVED
Mehkesh,male,1,130,19-92-113-40,,33130,32811,5,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/mehkesh.npc,UNRESOLVED
Melchior,male,1,130,0-25-59-115,,33143,32828,7,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/melchior.npc,UNRESOLVED
Memech,male,1,131,21-21-40-116,,33135,32810,6,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/memech.npc,UNRESOLVED
Mirabell,female,1,136,96-12-87-77,,33174,31801,6,Edron,P2,home nearest mark Edron,creature,npc,DEMONSTRATED,./npc/mirabell.npc,UNRESOLVED
Miraia,female,1,136,95-0-7-115,,33238,32483,7,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/miraia.npc,UNRESOLVED
Mortimer,male,1,133,57-113-95-113,,32499,31626,07,Northport,P2,home nearest mark Northport,creature,npc,DEMONSTRATED,./npc/mortimer.npc,UNRESOLVED
Morun,male,1,129,95-5-26-76,,33240,32393,6,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/morun.npc,UNRESOLVED
Mugluf,male,1,128,95-0-0-96,,33220,32416,7,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/mugluf.npc,UNRESOLVED
Muriel,male,1,130,115-94-97-57,,32296,32263,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/muriel.npc,UNRESOLVED
Muzir,male,1,128,95-4-11-76,,33222,32390,7,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/muzir.npc,UNRESOLVED
Myra,female,1,140,115-0-19-95,,32580,32751,6,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/myra.npc,UNRESOLVED
Nah'bob,male,80,80,0-0-0-0,,33104,32520,2,Marid,P2,home nearest mark Marid,creature,npc,DEMONSTRATED,./npc/nahbob.npc,UNRESOLVED
Nelliem,male,69,160,115-100-105-76,,32883,32086,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/nelliem.npc,UNRESOLVED
Nemal,male,1,129,57-97-45-115,,32615,32108,10,Desert,P2,home nearest mark Desert,creature,npc,DEMONSTRATED,./npc/nemal.npc,UNRESOLVED
Nezil,male,69,160,115-78-116-57,,32661,31912,9,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/nezil.npc,UNRESOLVED
Nielson,male,1,129,114-113-68-67,,32232,31677,7,Senja,P2,home nearest mark Senja,creature,npc,DEMONSTRATED,./npc/ferryman1.npc,UNRESOLVED
Noodles,male,32,32,0-0-0-0,,32315,32178,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/noodles.npc,UNRESOLVED
Norbert,male,1,128,6-79-93-14,,32953,32103,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/norbert.npc,UNRESOLVED
Norf,male,1,57,0-0-0-0,,32346,32363,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/norf.npc,UNRESOLVED
Norma,female,1,136,78-76-72-96,,32098,32180,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/norma.npc,UNRESOLVED
Nydala,female,1,136,76-86-86-96,,32327,31827,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/nydala.npc,UNRESOLVED
Obi,male,1,128,39-63-96-38,,32109,32204,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/obi.npc,UNRESOLVED
Odemara,female,69,138,22-99-5-76,,33015,32058,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/odemara.npc,UNRESOLVED
Old Adall,male,1,130,95-26-115-76,,32628,32772,7,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/oldadall.npc,UNRESOLVED
Oldrak,male,1,57,0-0-0-0,,32816,32260,6,Havoc,P2,home nearest mark Havoc,creature,npc,DEMONSTRATED,./npc/oldrak.npc,UNRESOLVED
Olrik,male,1,128,115-79-117-76,,32675,31698,7,Ab'Dendriel,P2,home nearest mark Ab'Dendriel,creature,npc,DEMONSTRATED,./npc/olrik.npc,UNRESOLVED
Omur,male,1,128,95-0-6-116,,33228,32416,7,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/omur.npc,UNRESOLVED
Ormuhn,male,1,18,0-0-0-0,,33160,32810,5,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/ormuhn.npc,UNRESOLVED
Oswald,male,1,128,115-0-67-114,,32381,32220,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/oswald.npc,UNRESOLVED
Padreia,female,1,138,0-87-85-95,,32300,31816,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/padreia.npc,UNRESOLVED
Partos,male,1,128,116-56-95-122,,32323,32280,8,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/partos.npc,UNRESOLVED
Pemaret,male,1,128,79-10-127-127,,33287,31956,6,Cormaya,P2,home nearest mark Cormaya,creature,npc,DEMONSTRATED,./npc/pemaret.npc,UNRESOLVED
Penny,female,1,137,96-79-95-96,,32315,31936,7,Home,P2,home nearest mark Home,creature,npc,DEMONSTRATED,./npc/penny.npc,UNRESOLVED
Perac,male,1,129,78-52-68-114,,32295,31784,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/perac.npc,UNRESOLVED
Perod,male,1,128,58-68-12-114,,32635,32739,5,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/perod.npc,UNRESOLVED
Petros,male,1,128,79-10-127-127,,33289,32481,6,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/captain6.npc,UNRESOLVED
Phillip,male,1,128,116-54-68-76,,32369,31764,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/phillip.npc,UNRESOLVED
Pino,male,1,128,115-0-67-114,,33192,31783,3,Edron,P2,home nearest mark Edron,creature,npc,DEMONSTRATED,./npc/pino.npc,UNRESOLVED
Puffels,male,1,21,0-0-0-0,,33269,31850,8,Eremo,P2,home nearest mark Eremo,creature,npc,DEMONSTRATED,./npc/puffels.npc,UNRESOLVED
Pydar,male,69,160,95-94-132-118,,32655,31893,11,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/pydar.npc,UNRESOLVED
Queen Eloise,female,1,138,96-94-79-115,,32315,31753,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/queen.npc,UNRESOLVED
Quentin,male,1,57,0-0-0-0,,32369,32239,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/quentin.npc,UNRESOLVED
Quero,male,1,128,55-30-23-115,,32390,32220,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/quero.npc,UNRESOLVED
Rachel,female,1,136,58-84-86-114,,32343,31828,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/rachel.npc,UNRESOLVED
Rahkem,male,1,130,0-77-87-116,,33194,32848,7,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/rahkem.npc,UNRESOLVED
Rata'mari,male,21,21,0-0-0-0,,33036,32625,7,Efreet,P2,home nearest mark Efreet,creature,npc,DEMONSTRATED,./npc/ratamari.npc,UNRESOLVED
Ray,male,1,128,10-96-106-115,,32621,32747,6,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/ray.npc,UNRESOLVED
Razan,male,1,129,95-19-10-58,,33239,32409,7,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/razan.npc,UNRESOLVED
Riddler,male,48,48,0-0-0-0,,32479,31902,2,Hills,P2,home nearest mark Hills,creature,npc,DEMONSTRATED,./npc/riddler.npc,UNRESOLVED
Robin,male,1,129,77-118-118-115,,32287,32252,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/robin.npc,UNRESOLVED
Roderick,male,1,130,38-129-129-19,,32672,31699,6,Ab'Dendriel,P2,home nearest mark Ab'Dendriel,creature,npc,DEMONSTRATED,./npc/roderick.npc,UNRESOLVED
Rodney,male,1,128,95-100-116-76,,32971,32041,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/rodney.npc,UNRESOLVED
Rokyn,male,1,160,58-87-57-95,,33021,32053,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/rokyn.npc,UNRESOLVED
Romella,female,1,139,79-39-77-115,,32913,32117,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/romella.npc,UNRESOLVED
Rose,female,1,136,79-77-112-116,,32971,32034,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/rose.npc,UNRESOLVED
Rowenna,female,1,139,132-38-76-38,,32324,31794,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/rowenna.npc,UNRESOLVED
Rudolph,male,1,128,41-29-78-76,,33212,31812,6,Edron,P2,home nearest mark Edron,creature,npc,DEMONSTRATED,./npc/rudolph.npc,UNRESOLVED
Sam,male,1,131,57-112-48-95,,32360,32199,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/sam.npc,UNRESOLVED
Sandra,female,1,137,115-63-95-38,,33258,31840,7,Edron,P2,home nearest mark Edron,creature,npc,DEMONSTRATED,./npc/sandra.npc,UNRESOLVED
Sarina,female,1,136,41-72-95-96,,32334,31808,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/sarina.npc,UNRESOLVED
Scott,male,1,131,75-38-77-96,,32138,31659,7,Senja,P2,home nearest mark Senja,creature,npc,DEMONSTRATED,./npc/scott.npc,UNRESOLVED
Seymour,male,1,128,115-69-87-116,,32103,32195,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/seymour.npc,UNRESOLVED
Shalmar,male,1,130,95-8-65-0,,33221,32408,7,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/shalmar.npc,UNRESOLVED
Shanar,male,62,144,0-93-105-76,,32657,31655,8,HellsGate,P2,home nearest mark HellsGate,creature,npc,DEMONSTRATED,./npc/shanar.npc,UNRESOLVED
Shauna,female,1,139,78-95-38-58,,32384,31778,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/shauna.npc,UNRESOLVED
Sherry McRonald,female,1,136,78-94-38-58,,32390,32241,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/sherry.npc,UNRESOLVED
Shiantis,female,1,136,0-36-13-76,,32890,32086,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/shiantis.npc,UNRESOLVED
Shiriel,female,62,144,2-103-0-95,,32670,31657,6,HellsGate,P2,home nearest mark HellsGate,creature,npc,DEMONSTRATED,./npc/shiriel.npc,UNRESOLVED
Shirith,male,62,144,59-97-58-76,,32646,31655,9,HellsGate,P2,home nearest mark HellsGate,creature,npc,DEMONSTRATED,./npc/shirith.npc,UNRESOLVED
Sigurd,male,69,69,0-0-0-0,,32626,31923,5,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/sigurd.npc,UNRESOLVED
Simon the Beggar,male,1,128,116-123-32-40,,32186,32468,7,Fibula,P2,home nearest mark Fibula,creature,npc,DEMONSTRATED,./npc/simon.npc,UNRESOLVED
Skjaar,male,9,9,0-0-0-0,,32450,32038,8,Sternum,P2,home nearest mark Sternum,creature,npc,DEMONSTRATED,./npc/skjaar.npc,UNRESOLVED
Smiley,male,1,37,0-0-0-0,,32979,32087,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/smiley.npc,UNRESOLVED
Snake Eye,male,1,73,0-0-0-0,,32657,32190,8,Camp,P2,home nearest mark Camp,creature,npc,DEMONSTRATED,./npc/snakeeye.npc,UNRESOLVED
Stutch,male,1,131,79-79-79-79,,32310,32170,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/stutch.npc,UNRESOLVED
Suzy,female,1,136,78-10-96-95,,32320,32258,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/suzy.npc,UNRESOLVED
Svenson,male,1,129,77-113-68-67,,32044,31582,7,Folda,P2,home nearest mark Folda,creature,npc,DEMONSTRATED,./npc/ferryman3.npc,UNRESOLVED
Sylvester,male,1,131,113-113-113-115,,32897,32145,4,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/sylvester.npc,UNRESOLVED
Talesia,female,1,138,114-78-77-116,,32979,32035,5,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/talesia.npc,UNRESOLVED
Talphion,male,69,160,11-86-87-106,,32563,31894,12,Hills,P2,home nearest mark Hills,creature,npc,DEMONSTRATED,./npc/talphion.npc,UNRESOLVED
Tandros,male,1,132,78-79-113-95,,32621,32739,5,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/tandros.npc,UNRESOLVED
Tesha,female,1,140,77-32-81-93,,33135,32821,6,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/tesha.npc,UNRESOLVED
Tezila,female,69,160,3-92-110-115,,32657,31922,9,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/tezila.npc,UNRESOLVED
Thanita,female,1,139,78-52-64-52,,32535,31773,1,Hills,P2,home nearest mark Hills,creature,npc,DEMONSTRATED,./npc/thanita.npc,UNRESOLVED
The Blind Prophet,male,1,117,0-0-0-0,,33022,32604,7,Efreet,P2,home nearest mark Efreet,creature,npc,DEMONSTRATED,./npc/blindprophet.npc,UNRESOLVED
The Crone,female,1,78,0-0-0-0,,33229,32522,14,Darashia,P2,home nearest mark Darashia,creature,npc,DEMONSTRATED,./npc/crone.npc,UNRESOLVED
The Gatekeeper,female,1,0,,2031,32035,32183,6,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/gatekeeper.npc,UNRESOLVED
The Oracle,female,1,0,,2031,32104,32190,6,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/oracle.npc,UNRESOLVED
The Orc King,male,1,19,0-0-0-0,,32983,31728,9,Orc,P2,home nearest mark Orc,creature,npc,DEMONSTRATED,./npc/orcking.npc,UNRESOLVED
The Queen of the Banshee,female,1,78,0-0-0-0,,32260,31863,14,Ghostlands,P2,home nearest mark Ghostlands,creature,npc,DEMONSTRATED,./npc/bansheequeen.npc,UNRESOLVED
Thomas,male,1,128,116-11-101-76,,33256,31838,4,Edron,P2,home nearest mark Edron,creature,npc,DEMONSTRATED,./npc/thomas.npc,UNRESOLVED
Tibra,female,1,138,60-92-90-95,,32318,31783,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/tibra.npc,UNRESOLVED
"Tim, the guard",male,1,131,19-19-19-19,,32428,32226,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/tim.npc,UNRESOLVED
Timur,male,1,128,0-116-102-95,,32191,32443,7,Fibula,P2,home nearest mark Fibula,creature,npc,DEMONSTRATED,./npc/timur.npc,UNRESOLVED
Todd,male,1,128,115-0-67-114,,32363,32210,6,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/todd.npc,UNRESOLVED
Tokel,male,1,128,78-96-30-114,,32256,32056,7,Greenshore,P2,home nearest mark Greenshore,creature,npc,DEMONSTRATED,./npc/tokel.npc,UNRESOLVED
Tom,male,1,129,113-115-58-115,,32085,32199,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/tom.npc,UNRESOLVED
Topsy,female,1,139,78-52-64-115,,32415,32170,7,Minocity,P2,home nearest mark Minocity,creature,npc,DEMONSTRATED,./npc/topsy.npc,UNRESOLVED
Tothdral,male,1,65,0-0-0-0,,33148,32867,6,Ankrahmun,P2,home nearest mark Ankrahmun,creature,npc,DEMONSTRATED,./npc/tothdral.npc,UNRESOLVED
Trimegis,male,1,130,57-109-94-0,,32307,32185,5,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/trimegis.npc,UNRESOLVED
Trisha,female,1,139,94-67-38-95,,32348,31748,7,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/trisha.npc,UNRESOLVED
Tulf,male,69,71,0-0-0-0,,32586,31928,3,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/tulf.npc,UNRESOLVED
Turvy,female,1,139,78-52-64-115,,32414,32177,7,Minocity,P2,home nearest mark Minocity,creature,npc,DEMONSTRATED,./npc/turvy.npc,UNRESOLVED
Ubaid,male,51,51,0-0-0-0,,33046,32622,6,Efreet,P2,home nearest mark Efreet,creature,npc,DEMONSTRATED,./npc/ubaid.npc,UNRESOLVED
Ukea,female,62,144,78-58-64-58,,32651,31665,6,Ab'Dendriel,P2,home nearest mark Ab'Dendriel,creature,npc,DEMONSTRATED,./npc/ukea.npc,UNRESOLVED
Ulrik,male,1,131,60-70-97-95,,32282,32056,7,Greenshore,P2,home nearest mark Greenshore,creature,npc,DEMONSTRATED,./npc/ulrik.npc,UNRESOLVED
Umar,male,80,80,0-0-0-0,,33102,32531,6,Marid,P2,home nearest mark Marid,creature,npc,DEMONSTRATED,./npc/umar.npc,UNRESOLVED
Urkalio,male,1,128,39-40-118-76,,32913,32081,10,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/urkalio.npc,UNRESOLVED
Ursula,female,54,54,0-0-0-0,,33268,31849,7,Eremo,P2,home nearest mark Eremo,creature,npc,DEMONSTRATED,./npc/ursula.npc,UNRESOLVED
Uso,male,1,160,79-39-77-115,,32580,32756,8,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/uso.npc,UNRESOLVED
Ustan,male,1,132,0-24-13-76,,32580,32757,6,PortHope,P2,home nearest mark PortHope,creature,npc,DEMONSTRATED,./npc/ustan.npc,UNRESOLVED
Uzgod,male,69,160,77-79-56-115,,32664,31894,9,Kazordoon,P2,home nearest mark Kazordoon,creature,npc,DEMONSTRATED,./npc/uzgod.npc,UNRESOLVED
Uzon,male,1,130,95-5-18-76,,32537,31836,4,Hills,P2,home nearest mark Hills,creature,npc,DEMONSTRATED,./npc/uzon.npc,UNRESOLVED
Velvet,female,1,136,59-96-115-95,,32943,32104,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/velvet.npc,UNRESOLVED
Vera,female,1,136,59-96-115-95,,32138,31672,7,Senja,P2,home nearest mark Senja,creature,npc,DEMONSTRATED,./npc/vera.npc,UNRESOLVED
Vladruc,male,1,68,0-0-0-0,,32976,32079,5,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/vladruc.npc,UNRESOLVED
Wally,male,1,129,96-113-95-115,,32566,32019,7,Sternum,P2,home nearest mark Sternum,creature,npc,DEMONSTRATED,./npc/wally.npc,UNRESOLVED
"Walter, the guard",male,1,131,19-19-19-19,,32338,32278,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/walter.npc,UNRESOLVED
Warbert,male,1,131,113-113-113-115,,32935,32141,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/warbert.npc,UNRESOLVED
Willard,male,1,131,58-104-19-116,,33214,31793,6,Edron,P2,home nearest mark Edron,creature,npc,DEMONSTRATED,./npc/willard.npc,UNRESOLVED
William,male,1,128,115-0-67-114,,32314,31802,8,Carlin,P2,home nearest mark Carlin,creature,npc,DEMONSTRATED,./npc/william.npc,UNRESOLVED
Willie,male,1,128,58-63-58-115,,32047,32204,7,Rookgaard,P1,home nearest mark Rookgaard,creature,npc,DEMONSTRATED,./npc/willie.npc,UNRESOLVED
Wyat,male,1,129,98-96-95-116,,32325,32276,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/wyat.npc,UNRESOLVED
Wyda,female,54,54,0-0-0-0,,32726,31980,6,Swamp,P2,home nearest mark Swamp,creature,npc,DEMONSTRATED,./npc/wyda.npc,UNRESOLVED
Xed,male,1,129,78-36-57-97,,32904,32117,6,Venore,P2,home nearest mark Venore,creature,npc,DEMONSTRATED,./npc/xed.npc,UNRESOLVED
Xodet,male,1,130,19-86-87-95,,32399,32222,7,Thais,P2,home nearest mark Thais,creature,npc,DEMONSTRATED,./npc/xodet.npc,UNRESOLVED
Yaman,male,51,51,0-0-0-0,,33045,32620,2,Efreet,P2,home nearest mark Efreet,creature,npc,DEMONSTRATED,./npc/yaman.npc,UNRESOLVED
